id,resourceType,title,description,startDate,endDate,Month,Year,Area/Region,Location,State 1,State 2-?,reference/s,EM-DAT?,Report,Journals,Databases,Websites,Newspaper,Missing data,Evacuated,Affected,Homeless,Injuries,Deaths,Insured Cost,Reported cost,Calls to SES,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Crop(s) destroyed,Livestock destroyed,Roads,Ports,Environmental,Male death,Female death,Children,Adults,Elderly,url,References,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
248,Flood,Flood - Sydney Nov 1984,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud.  Thousands of homes were flooded, and hundreds of people evacuated.  The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.",5/11/1984,12/11/1984,November,1984,Sydney Region,New South Wales,New South Wales,,"EM-DAT (36 deaths?); EM-Track; ICA; Rasuly (1996); Riley et al., (1986); Colquhoun et al., (1985); Urban flooding conference (1985); http://www.bom.gov.au/nsw/sevwx/8089summ.shtml ($132mil)",1,1,3,3,0,0,,,20000,400,20,1,80000000,100000000,,Severe disruptions,,~1000's,~10's,170,,,,,,~1000's,~100's,,,,,,,,,Eroded fire and walking tracks,1,,,1,,http://www.emknowledge.gov.au/resource/?id=248,EM-DAT (36 deaths?),EM-Track,20,30,35,50,72,98,132,,,,,ICA,Rasuly (1996),"Riley et al., (1986)"
,Severe Storm,,"Major flash flooding and landslips occurred in the Illawarra district, particualrly affecting the township of Dapto",17/02/1984,18/02/1984,February,1984,Illawarra district,New South Wales,New South Wales,,"Rasuly 1996 - thesis; Nanson and Hean (1985); Shepherd and Colquhoun (1985); Eagle et al., (1985)",,0,4,0,0,0,,160,,,,,5000000,6000000,487,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,Rasuly 1996 - thesis,Nanson and Hean (1985),21,45,76,,,,,,,,,Shepherd and Colquhoun (1985),,
,Severe Storm,,,25/03/1984,26/03/1984,March,1984,Melbourne,Victoria,Victoria,,"wiki; PDF - newspaper; http://news.google.com/newspapers?id=cnopAAAAIBAJ&sjid=NOcDAAAAIBAJ&pg=5544,1314961&dq=melbourne+flood&hl=en",,0,0,0,2,3,2,,,,4,,,10000000,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,wiki,PDF - newspaper,5,22,,,,,,,,,,,,
196,Bushfire,Bushfire - Central Victoria and Alpine Fires,"On 14 January 1985 a significant number of bushfires started in Victoria predominantly from lightning strikes. A major fire in Central Victoria burnt 50,800 hectares of land, including 17,600 hectares of Crown Land. Three people died and over 180 houses, 500 farms and 46,000 livestock were destroyed as a result of the fire. Areas affected including Avoca, Maryborough, and Little River. A large number of fires also started in the Victorian alpine areas, the largest at Mt Buffalo burning 51,400 hectares. Overall, 111 fires started on public land on and it took two weeks to bring the fires under control.",14/01/1985,28/01/1985,January,1985,Central Victoria and Alpine Fires,Victoria,Victoria,,EM-Track; EM-DAT; ICA; wiki; bushfire history,11,1,0,0,1,0,2,,,600,15,5,,5500000,,,,,180,,500,,,,,,,,,,,,46000,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=196,EM-Track,EM-DAT,9,17,22,28,,,,,,,,ICA,wiki,
,Bushfire,,"In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.",5/09/1984,15/02/1985,February,1985,North-Western Regions,New South Wales,New South Wales,,ICA; wiki; EM-DAT (6 deaths); ellis kanowski and whelan (2004); Pearman (1988),12,1,1,2,1,0,,,,,30,4,25000000,45000000,,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,ICA,wiki,4,10,29,63,,,,,,,,EM-DAT (6 deaths),ellis kanowski and whelan (2004),
,Bushfire,,,3/03/1985,6/03/1985,March,1985,Canberra; Queenbeyan,Australian Capital Territory; New South Wales,Australian Capital Territory,New South Wales,ICA; ellis kanowski and whelan (2004); PDF - newspaper,,1,0,1,0,5,2,,,,3,1,,5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,ellis kanowski and whelan (2004),4,38,,,,,,,,,,,,
,Severe Storm,Hail storm,,18/01/1985,18/01/1985,January,1985,Brisbane,Queensland,Queensland,,ICA; EM-DAT; wiki; PDF - newspaper,6,0,0,2,1,4,,50000,80000,500,20,2,180000000,299000000,200,,,,,,,,,,,,,,2,,,,,,,,,,,,,,ICA,EM-DAT,4,12,18,,,,,,,,,wiki,,
,Severe Storm,Hail storm,,10/09/1985,10/09/1985,September,1985,Melbourne,Victoria,Victoria,,ICA; EM-DAT; wiki; PDF - newspaper *find*,6,0,0,2,1,?,,3000,,,,,10000000,17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,EM-DAT,4,12,18,,,,,,,,,wiki,,
41,Cyclone,Cyclone Winifred,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. The areas that suffered flooding were between Babinda and Tully.  The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.  The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.",27/01/1986,5/02/1986,February,1986,Winifred,Queensland,Queensland,,"EM-Track; EM-DAT; ICA; BoM - report; Oliver (1986); Butterworth (1991); Reardon et al., (1986)",11,1,3,3,0,0,,,8000,200,12,3,40000000,130000000,,,,500,70,1500,,,,,,,,,12,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=41,EM-Track,EM-DAT,9,17,22,36,51,71,,,,,,ICA,BoM - report,Oliver (1986)
262,Flood,Flood - Sydney Aug 1986,"On 4 August 1986, torrential rain fell within a 24 hour period with rainfall recorded at 327.6 mm.  The subsequent damage included; 10,000 homes damaged, roads flooded, bus, train and ferry services disrupted resulting in people being stranded in the city, electricity supply problems and property damage.  As the rain eased in Sydney the wind shifted more southerly early on 6 August. This caused the Blue Mountains to experience heavy rains, resulting in the largest floods on record on the Cox and Grose rivers. The rain moved south to the Illawarra and west of Wollongong, adding to the already high Georges River (recorded at 4.5 m); the Hawkesbury River peaked at 12.8 m. This resulted in flooding covering the bridge at Milperra. Six deaths were recorded.  The Insurance Council of Australia estimated the 1986 damage at $35 million, with the 2011 estimated normalised cost of $215 million.",4/08/1986,6/08/1986,August,1986,Sydney,New South Wales,New South Wales,,"EM-Track; ICA; Pearman (1988); EM-DAT (8 deaths and recorded storm and flood as different events); Joy and Porter (1988); BoM (1987); Smith et al., (1990)",32,2,2,3,0,0,,,10000,100,30,6,35000000,100000000,,,,2248,,390,,,,,,,,,,,,"$83,300,000",,,,,3,1,2,4,,http://www.emknowledge.gov.au/resource/?id=262,EM-Track,ICA,9,14,30,98,121,133,,,,,,Pearman (1988),EM-DAT (8 deaths and recorded storm and flood as different events),Joy and Porter (1988)
28,Severe Storm,Hail - Orange,"On 21 January 1986 a severe hailstorm caused extensive damage to homes, farms and crops in the Orange area of the Central Tablelands. Hail of up to 7 cm in diameter was reported and over 100 motor vehicles were damaged. The Insurance Council of Australia estimated the 1986 damage at $25 million, with the 2011 estimated normalised cost of $160 million.",21/01/1986,21/01/1986,January,1986,Orange,New South Wales,New South Wales,,Pearman (1988); EM-Track; ICA; EM-DAT; wiki,32,0,1,3,1,0,,,,,,,8000000,25000000,,,,,,,,,,,,100,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=28,Pearman (1988),EM-Track,15,25,30,38,,,,,,,,ICA,EM-DAT,
219,Severe Storm,Hail - Western Sydney,"On 3 October 1986 a severe hailstorm spread over Western Sydney. Hail stones of up to 6 cm caused damage to hundreds of homes and ten people sustained injury.  The Insurance Council of Australia estimated the 1999 damage at $104 million, with the 2011 estimated normalised cost of $638 million.",3/10/1986,3/10/1986,October,1986,Western Sydney,New South Wales,New South Wales,,PDF - newspaper; EM-Track; EM-DAT; ICA,28,0,0,3,0,1,2,,,120,10,,104000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=219,PDF - newspaper,EM-Track,16,26,34,,,,,,,,,EM-DAT,,
188,Severe Storm,Severe Storm - Adelaide,"On 6 December 1986 two severe storms occurred over Adelaide and region with strong winds heavy and rain. Most damage was caused by wind and there was some flooding reported. Some areas in Adelaide Hills and the Far-North of the state were flooded.  The Insurance Council of Australia estimated the 1986 damage at $10 million, with the 2011 estimated normalised cost of $50 million.",6/12/1986,8/12/1986,December,1986,Adelaide,South Australia,South Australia,,Pearman (1988); EM-DAT; ICA; EM-Track,17,0,1,3,0,0,2,,,50,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=188,Pearman (1988),EM-DAT,15,23,28,,,,,,,,,ICA,,
,Bushfire,Bushfire - Cootamundra and Deniliquin Regions,"In January 1987 the south-west region of New South Wales experienced serious bushfires. On January 16 the township of Cootamundra experienced a severe fire which burnt an area of approximately 19,000 ha. Other towns that were affected included, Deniliquin, Gundagai, Bethungra Hills, Frampton, Brawlin and Muttama.",17/01/1987,20/01/1987,January,1987,Cootamundra and Deniliquin Regions,New South Wales; Australian Capitol Territory,New South Wales,Australian Capitol Territory,PDF newspaper; http://www.australianhumanitiesreview.org/archive/Issue-August-2004/main.html,,0,0,0,1,2,2,,,,10,20,,3000000,,,,,4,,,,,,,,,,,,,,25000,,,,5,,1,1,,,PDF newspaper,,14,,,,,,,,,,,,,
,Bushfire,,,2/02/1987,3/02/1987,February,1987,Southern Tas,Tasmania,Tasmania,,ICA; wiki; PDF - newspaper; Pearmann (1988); REPORT,,1,1,1,1,1,,,,,,,7000000,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,wiki,4,10,27,44,,,,,,,,PDF - newspaper,Pearmann (1988),
,Flood,,,10/05/1987,11/05/1987,May,1987,Northern New South Wales; Southern QueenslandÊ,New South Wales;Queensland,New South Wales,Queensland,wiki; PDF - newspaper; http://australiasevereweather.com/photography/photos/1987/mb19870511.html,,0,0,0,2,1,,,,,,4,5000000,9000000,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,wiki,PDF - newspaper,5,22,,,,,,,,,,,,
,Flood,Flood or storm? ,,9/11/1987,10/11/1987,November,1987,Melbourne,Victoria,Victoria,,ICA; wiki; PDF - newspaper,,0,0,1,1,0,,,100000,,3,,8000000,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,wiki,4,10,,,,,,,,,,,,
,Severe Storm,Flood or storm? ,,29/07/1987,29/07/1987,July,1987,East Perth,Westerm Australia,Western Australia,,ICA; wiki,,0,0,1,1,0,2,,,,,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICA,,4,,,,,,,,,,,,,
,Cyclone,Cyclone Charlie,"The estimated maximum wind speed was 115 km/h with maximum gusts to 165 km/h. The lowest central pressure was estimated to be 972 hPa and the mean eye diameter at the time of peak intensity was 37 km. Structural damage caused byÊCharlieÊwas minor but there was moderate crop damage, mainly to sugar cane.",21/02/1988,1/03/1988,February,1988,Townsville,Queensland,Queensland,,EM-DAT; PDF-newspaper; http://hardenup.org/be-aware/weather-events/events/1980-1989/cyclone-charlie.aspx,1,0,0,1,1,2,2,,,,,1,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM-DAT,PDF-newspaper,7,22,,,,,,,,,,,,
616,Cyclone,Cyclone Herbie,"Cyclone Herbie occurred 21 May 1988 in the Carnarvon and Denham area rapidly accelerating to the south-east at speeds reaching 75 km per hour before passing over Denham in the early morning.  The cyclone caused structural damage along the coast from Carnarvon to Denham along with damage to banana plantations at Carnarvon and the grounding of a 30,000 ton freighter, the Korean Star, near Cape Cuvier. A storm surge of around 2 m occurred at Denham, inundating the foreshore. Several fishing vessels were stranded along the main street when water levels subsided. As the cyclone moved inland, severe dust storms occurred on its northern side, while by contrast rainfall totals greater than 100 mm caused flooding. The Greenough and Irwin Rivers burst their banks flooding houses, especially in Dongara.  The Insurance Council of Australia estimated the 1988 damage at $20 million, with the 2011 estimated normalised cost of $117 million.",21/05/1988,22/05/1988,May,1988,Cararvon Denham,Western Australia,Western Australia,,EM-Track; ICA; PDF - newspaper; http://www.bom.gov.au/cyclone/history/wa/herbie.shtml,,0,0,2,1,5,2,,,,,,20000000,,,,,18,,,,,,,,,,90,1,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=616,EM-Track,ICA,9,14,31,,,,,,,,,PDF - newspaper,,
465,Earthquake,Earthquake - Tennant Creek,A series of three powerful earthquakes ranging from 6.3 to 6.7 in magnitude shook the region with each occurring about half an hour apart and lasting up to 45 seconds.  The main infrastructure damage was the severe warping of a major natural gas pipeline as large ground ruptures occurred.  The most serious effect was on the town's hospital which was structurally damaged.,22/01/1988,22/01/1988,January,1988,Tennant Creek,Northern Territory,Northern Territory,,"EM-Track; Jones et al., (1988); http://www.australiangeographic.com.au/journal/australias-worst-earthquakes-top-10-most-devastating.htm",,0,1,1,1,0,,,,,,,1000000,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=465,EM-Track,"Jones et al., (1988)",9,31,,,,,,,,,,,,
307,Flood,Flood - Alice Springs and Central Northern Territory,"Starting on 31 March 1988, the Todd River catchment saw the largest rainfall recorded within 24 hours. More than 300 mm of rain fell in the western MacDonnell Ranges, with over 150 mm at stations further east, around Alice Springs. The flood reached a gauge height of 3.98 m.  The Todd River burst its banks, flooding large areas of Alice Springs, and isolating it from the south as road and rail links through Heavitree Gap were cut. Further south, the Hugh and Palmer Rivers also burst their banks, cutting the Stuart Highway.  The weather system which caused the flood resulted from the combined effects of two tropical depressions, one forming to the north-east of Darwin, and the second in the Indian Ocean south of Java. The combined depression then travelled in a south-easterly direction to Alice Springs.  Approximately 300 people were evacuated from low-lying areas, and there was considerable damage in the Alice Springs area. There were three fatalities in the floods.  The Insurance Council of Australia estimated the 1988 damage at $10 million, with the 2011 estimated normalised cost of $68 million.",31/03/1988,2/04/1988,March,1988,Alice Springs and Central Northern Territory,Northern Territory,Northern Territory,,EM-Track(reports 3 deaths); ICA; EM-DAT (reports 6 deaths); wiki; PDF - newspaper; http://www.dartmouth.edu/~floods/Archives/1988sum.htm (reports 5 deaths); Handmer - Disasters and the small dwelling *bookmarked - ask JH*,34,0,0,3,1,4,2,300,1500,,20,3,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=307,EM-Track(reports 3 deaths),ICA,27,32,59,65,82,156,,,,,,EM-DAT (reports 6 deaths),wiki,PDF - newspaper
546,Flood,Flood - Lismore,"During the period between 7 - 14 April, Lismore and the surrounding region sustained heavy rainfall causing many areas to flood. The worst affected townships included; Coraki, Woodburn, Broadwater, Wardell, Iluka and Yamba with reports of water up to 1 m deep around many homes. Woodburn and lower Richmond were isolated as a result.  The Richmond River system carried flood water to the sea however high tides and a six metre swell at the mouth of the river restricted the outflow of water. The Pacific highway was closed for a period at Murwillumbah and Chinderah, and other major road closures occurred.  The State Emergency Services (SES) accommodated and provided meals for approximately 1150 people. Two caravan parks and one nursing home were evacuated. Significant crop damage occurred.  The Insurance Council of Australia estimated the 1988 damage at $25 million, with the 2011 estimated normalised cost of $139 million.",7/04/1988,20/05/1988,April,1988,Northern New South Wales/ Southern QueenslandÊ,New South Wales;Queensland,New South Wales,Queensland,EM-Track; EM-DAT; wiki; Lambley and Cordery (1992),11,1,0,2,1,0,2,1150,,,2,,25000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=546,EM-Track,EM-DAT,9,17,23,,,,,,,,,wiki,,
